symbol,closingbestbiddate,secid,compid,cusip,issue,venue,sectype,class,caveatemptor,tiername,dad_pal,closinginsidebidprice,closinginsidebidpricedate,closinginsideaskprice,closinginsideaskpricedate,insidebid_askmidprice,openprice,highprice,lowprice,lastprice,previouscloseprice,previousclosedate,sharevolume,dollarvol,tradecount,otclinkdolvol,otclinksharevol,otclinkexeccount,shoflag,rule3210flag,shortintvol,shortinterestdate,mmidcount,bfcmmid,tierid,closingbestbid,bestbidsource,closingbestask,closingbestaskdate,bestasksource,securitystatus,sharesoutstanding,sharesoutstandingasofdate
SMCI,2019-07-31,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.25,2019-07-31,18.35,2019-07-31,18.3,18.454,18.55,18.3,18.31,18.52,2019-07-29,32054,591392.35,89,258931.09,14043,29,,,711323,2019-07-15,18,16,22,18.25,OTC Link,18.35,2019-07-31,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-01,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18,2019-08-01,18.15,2019-08-01,18.075,18.23,18.24,18,18.14,18.31,2019-07-30,39412,716279.1352,106,366840.14,20167,30,,,711323,2019-07-15,18,15,22,18,OTC Link,18.15,2019-08-01,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-02,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,16.9,2019-08-02,17.04,2019-08-02,16.97,18,18,16,17,18.14,2019-07-31,249002,4238112.6087,495,1431950.27,84576,296,,,711323,2019-07-15,18,15,22,16.9,OTC Link,17.04,2019-08-02,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-05,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,16.31,2019-08-05,16.4,2019-08-05,16.355,17,17,16.26,16.31,17,2019-08-01,488137,8043159.672500003,406,1246093.74,75430,158,,,711323,2019-07-15,18,16,22,16.31,OTC Link,16.4,2019-08-05,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-06,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,17.6,2019-08-06,17.7,2019-08-06,17.65,16.3,17.7,16.3,17.6,16.31,2019-08-04,197687,3449917.4134000004,246,1510916.45,86543,139,,,711323,2019-07-15,18,15,22,17.6,OTC Link,17.7,2019-08-06,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-07,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,17.85,2019-08-07,18,2019-08-07,17.925,17.7,19,17.3,17.85,17.6,2019-08-05,191606,3403646.9018,262,843073.53,46910,176,,,711323,2019-07-15,18,15,22,17.85,OTC Link,18,2019-08-07,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-08,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,17.04,2019-08-08,17.15,2019-08-08,17.095,17.71,18.1,17,17.99,17.85,2019-08-06,64234,1123771.88,137,221579.74,12697,52,,,711323,2019-07-15,18,15,22,17.04,OTC Link,17.15,2019-08-08,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-09,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,16.9,2019-08-09,17.15,2019-08-09,17.025,17.35,18.1,16.9,17.09,17.99,2019-08-07,103975,1796670.4040000003,120,253250.91,14765,64,,,711323,2019-07-15,18,16,22,16.9,OTC Link,17.15,2019-08-09,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-12,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,16.75,2019-08-12,17,2019-08-12,16.875,17.03,17.59,16.64,16.99,17.09,2019-08-08,66170,1114536.1279999998,169,448850.49,26658,86,,,711323,2019-07-15,18,15,22,16.75,OTC Link,17,2019-08-12,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-13,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,17,2019-08-13,17.03,2019-08-13,17.015,17,17.2,17,17,16.99,2019-08-11,42419,723388.8380000003,106,254959.18,14942,22,,,711323,2019-07-15,,,22,,,,2019-08-13,,Active,48692992,2017-04-30
SMCI,2019-08-14,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,16.61,2019-08-14,16.8,2019-08-14,16.705,16.8,16.99,16.5,16.8,17,2019-08-12,78602,1314459.3150000002,130,819353.23,48962,70,,,711323,2019-07-15,18,16,22,16.61,OTC Link,16.8,2019-08-14,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-15,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,16.32,2019-08-15,16.36,2019-08-15,16.34,16.7,17,16.31,16.34,16.8,2019-08-13,366025,6138083.684000001,239,2029942.35,120950,125,,,711323,2019-07-15,18,16,22,16.32,OTC Link,16.36,2019-08-15,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-16,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.01,2019-08-16,19.31,2019-08-16,19.16,16.9,19.6,16.9,19.3,16.34,2019-08-14,336609,6388123.484400002,547,1854780.65,97901,254,,,711323,2019-07-15,19,16,22,19.01,OTC Link,19.31,2019-08-16,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-19,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.6,2019-08-19,19.69,2019-08-19,19.645,19.3,19.71,19.05,19.6,19.3,2019-08-15,69143,1342605.6343999999,137,613523.75,31645,74,,,689035,2019-07-31,19,16,22,19.6,OTC Link,19.69,2019-08-19,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-20,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.51,2019-08-20,19.99,2019-08-20,19.75,19.745,19.93,19.4,19.93,19.6,2019-08-18,44739,879640.4385,81,590926.43,30087,44,,,689035,2019-07-31,19,15,22,19.51,OTC Link,19.99,2019-08-20,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-21,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.8,2019-08-21,19.95,2019-08-21,19.875,19.6,20,19.6,19.95,19.93,2019-08-19,37802,751088.3149999998,89,569701.2,28668,64,,,689035,2019-07-31,19,15,22,19.8,OTC Link,19.95,2019-08-21,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-22,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.95,2019-08-22,20.05,2019-08-22,20,19.94,20.09,19.85,20,19.95,2019-08-20,77141,1539892.731,202,616849.69,30900,83,,,689035,2019-07-31,19,15,22,19.95,OTC Link,20.05,2019-08-22,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-23,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.16,2019-08-23,19.35,2019-08-23,19.255,19.95,19.99,19.1,19.35,20,2019-08-21,102461,2026604.3600000003,147,394494.98,20079,43,,,689035,2019-07-31,20,16,22,19.16,OTC Link,19.35,2019-08-23,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-26,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.15,2019-08-26,19.32,2019-08-26,19.235,19.35,19.8,19.15,19.32,19.35,2019-08-22,47962,930424.1699999999,74,364674.83,18805,28,,,689035,2019-07-31,20,16,22,19.15,OTC Link,19.32,2019-08-26,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-27,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19,2019-08-27,19.05,2019-08-27,19.025,19.22,19.35,18.61,19.05,19.32,2019-08-25,13605,258250.58,41,196270.9,10338,23,,,689035,2019-07-31,20,16,22,19,OTC Link,19.05,2019-08-27,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-28,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.01,2019-08-28,19.25,2019-08-28,19.13,18.6,19.5,18.5,19.4,19.05,2019-08-26,10419,196978.7194,42,108503.54,5733,16,,,689035,2019-07-31,20,16,22,19.01,OTC Link,19.25,2019-08-28,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-29,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.33,2019-08-29,19.7,2019-08-29,19.515,19,19.78,19,19.58,19.4,2019-08-27,22445,437065.3099999999,57,231731.2,11976,26,,,613048,2019-08-15,20,15,22,19.33,OTC Link,19.7,2019-08-29,OTC Link,Active,48692992,2017-04-30
SMCI,2019-08-30,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.71,2019-08-30,19,2019-08-30,18.855,19.35,19.35,18.5201,18.9,19.58,2019-08-28,81790,1565716.9197,126,778529.45,40564,67,,,613048,2019-08-15,20,15,22,18.71,OTC Link,19,2019-08-30,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-03,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.39,2019-09-03,18.72,2019-09-03,18.555,18.75,18.88,18.1,18.42,18.9,2019-08-29,82180,1509681.4145999998,114,568225.68,30933,50,,,613048,2019-08-15,20,16,22,18.39,OTC Link,18.72,2019-09-03,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-04,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.55,2019-09-04,18.78,2019-09-04,18.665,18.42,18.65,18.26,18.55,18.42,2019-09-02,36829,681113.06,68,111556.58,6050,20,,,613048,2019-08-15,20,16,22,18.55,OTC Link,18.78,2019-09-04,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-05,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.85,2019-09-05,18.97,2019-09-05,18.91,18.56,18.95,18.56,18.85,18.55,2019-09-03,111075,2091678.8399999999,136,719137.7,38227,62,,,613048,2019-08-15,20,16,22,18.85,OTC Link,18.97,2019-09-05,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-06,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.1,2019-09-06,19.24,2019-09-06,19.17,18.8501,19.24,18.8501,19.24,18.85,2019-09-04,46771,886936.4073000001,32,54502.57,2861,13,,,613048,2019-08-15,19,14,22,19.1,OTC Link,19.24,2019-09-06,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-09,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.4,2019-09-09,19.41,2019-09-09,19.405,19.1,19.75,19.05,19.4,19.24,2019-09-05,78202,1510291.1449999998,79,494507.24,25522,49,,,613048,2019-08-15,19,15,22,19.4,OTC Link,19.41,2019-09-09,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-10,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.28,2019-09-10,19.29,2019-09-10,19.285,19.4,19.4,19.17,19.29,19.4,2019-09-08,64892,1253222.7954,73,610819.14,31619,43,,,613048,2019-08-15,19,15,22,19.28,OTC Link,19.29,2019-09-10,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-11,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.01,2019-09-11,19.1,2019-09-11,19.055,19.3,19.3,19.01,19.1,19.29,2019-09-09,278532,5345571.3207,89,805743,42040,56,,,613048,2019-08-15,19,16,22,19.01,OTC Link,19.1,2019-09-11,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-12,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.05,2019-09-12,19.1,2019-09-12,19.075,19,19.4,19,19.02,19.1,2019-09-10,67670,1299028.0411999999,111,335535.7,17474,53,,,613048,2019-08-15,19,16,22,19.05,OTC Link,19.1,2019-09-12,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-13,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.98,2019-09-13,19.05,2019-09-13,19.015,19.1,19.25,18.9,19.1,19.02,2019-09-11,93552,1782560.4299999997,104,670594.44,35181,57,,,613048,2019-08-15,19,15,22,18.98,OTC Link,19.05,2019-09-13,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-16,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.2,2019-09-16,19.55,2019-09-16,19.375,19.1,19.5,18.7,19.3,19.1,2019-09-12,32796,627905.38,104,172556.17,8933,31,,,613048,2019-08-15,19,15,22,19.2,OTC Link,19.55,2019-09-16,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-17,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.53,2019-09-17,19.6,2019-09-17,19.565,19.5,19.72,19.5,19.53,19.3,2019-09-15,56849,1109521.9944,59,350259.62,17955,35,,,613048,2019-08-15,19,15,22,19.53,OTC Link,19.6,2019-09-17,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-18,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.55,2019-09-18,19.67,2019-09-18,19.61,19.55,19.68,19.02,19.68,19.53,2019-09-16,93011,1815152.3311999997,55,254776.01,13048,26,,,613048,2019-08-15,19,15,22,19.55,OTC Link,19.67,2019-09-18,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-19,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.55,2019-09-19,19.59,2019-09-19,19.57,19.6,19.7,19.5,19.55,19.68,2019-09-17,20981,410608.8680000001,53,130822.68,6683,27,,,613048,2019-08-15,19,15,22,19.55,OTC Link,19.59,2019-09-19,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-20,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.61,2019-09-20,19.75,2019-09-20,19.68,19.55,19.75,19.55,19.75,19.55,2019-09-18,60339,1182941.7856,64,403765.05,20606,41,,,613048,2019-08-15,19,15,22,19.61,OTC Link,19.75,2019-09-20,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-23,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.6,2019-09-23,19.61,2019-09-23,19.605,19.65,19.89,19.6,19.61,19.75,2019-09-19,157148,3086571.2688000007,59,371505.4,18941,29,,,613048,2019-08-15,19,15,22,19.6,OTC Link,19.61,2019-09-23,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-24,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.3,2019-09-24,19.58,2019-09-24,19.44,19.58,19.65,19.31,19.58,19.61,2019-09-22,265199,5195468.671400001,140,4123840.96,210401,59,,,613048,2019-08-15,19,15,22,19.3,OTC Link,19.58,2019-09-24,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-25,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.28,2019-09-25,19.3,2019-09-25,19.29,19.3,19.3,18.57,19.28,19.58,2019-09-23,20311,383745.7306,51,146402.89,7749,22,,,337830,2019-08-30,19,16,22,19.28,OTC Link,19.3,2019-09-25,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-26,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.8,2019-09-26,19,2019-09-26,18.9,18.99,19.25,18.75,18.84,19.28,2019-09-25,73274,1390269.527,50,508413.25,26757,26,,,337830,2019-09-13,18,16,22,18.8,OTC Link,19,2019-09-26,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-27,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.05,2019-09-27,19.1,2019-09-27,19.075,,,,,,,,,,303809.06,15948,46,,,337830,2019-09-13,18,16,22,19.05,OTC Link,19.1,2019-09-27,OTC Link,Active,48692992,2017-04-30
SMCI,2019-09-30,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.01,2019-09-30,19.2,2019-09-30,19.105,18.85,19.24,18.85,19.2,19.1,2019-09-27,16081,307454.494,51,111732.62,5841,23,,,337830,2019-09-13,18,16,22,19.01,OTC Link,19.2,2019-09-30,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-01,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.2,2019-10-01,19.35,2019-10-01,19.275,19.2,19.48,19.1,19.4,19.2,2019-09-30,194522,3757477.635,59,257381.23,13365,24,,,337830,2019-09-13,18,16,22,19.2,OTC Link,19.35,2019-10-01,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-02,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.25,2019-10-02,19.28,2019-10-02,19.265,19.2,19.25,19.05,19.25,19.4,2019-10-01,16531,316805.12,32,68986.58,3592,6,,,337830,2019-09-13,18,15,22,19.25,OTC Link,19.28,2019-10-02,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-03,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.15,2019-10-03,19.24,2019-10-03,19.195,19.15,19.25,19.1,19.2,19.25,2019-10-02,49154,942956.79,190,564170.29,29400,143,,,337830,2019-09-13,18,15,22,19.15,OTC Link,19.24,2019-10-03,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-04,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.2,2019-10-04,19.48,2019-10-04,19.34,19.15,19.45,19.05,19.35,19.2,2019-10-03,29844,571847.626,57,324852.6,16954,26,,,337830,2019-09-13,18,15,22,19.2,OTC Link,19.48,2019-10-04,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-07,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.28,2019-10-07,19.4,2019-10-07,19.34,19.15,19.48,19.15,19.4,19.35,2019-10-04,293331,5650864.49,267,2320369.7,120467,126,,,337830,2019-09-13,18,15,22,19.28,OTC Link,19.4,2019-10-07,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-08,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.01,2019-10-08,19.1,2019-10-08,19.055,19.308,19.35,19,19.01,19.4,2019-10-07,133339,2560113.7354,145,967712.66,50319,82,,,337830,2019-09-13,18,15,22,19.01,OTC Link,19.1,2019-10-08,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-09,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.99,2019-10-09,19.03,2019-10-09,19.01,19.055,19.055,18.86,19,19.01,2019-10-08,80868,1536655.7,90,825317.84,43446,39,,,337830,2019-09-13,18,15,22,18.99,OTC Link,19.03,2019-10-09,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-10,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.8,2019-10-10,19,2019-10-10,18.9,18.99,19,18.7601,19,19,2019-10-09,19786,373277.4286,33,49239.77,2603,15,,,337830,2019-09-13,18,15,22,18.8,OTC Link,19,2019-10-10,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-11,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.75,2019-10-11,18.9,2019-10-11,18.825,18.905,19,18.75,18.7604,19,2019-10-10,29880,563743.1452,82,163962.89,8686,31,,,337830,2019-09-13,18,15,22,18.75,OTC Link,18.9,2019-10-11,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-14,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.73,2019-10-14,18.8,2019-10-14,18.765,18.75,18.85,18.55,18.75,18.7604,2019-10-11,51577,963602.8512,160,488729.1,26164,94,,,337830,2019-09-13,18,15,22,18.73,OTC Link,18.8,2019-10-14,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-15,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.62,2019-10-15,18.82,2019-10-15,18.72,18.76,18.85,18.62,18.82,18.75,2019-10-14,126567,2378638.178,96,1597299.74,84974,58,,,337830,2019-09-13,18,15,22,18.62,OTC Link,18.82,2019-10-15,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-16,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.43,2019-10-16,19.49,2019-10-16,19.46,18.99,19.45,18.62,19.43,18.82,2019-10-15,160515,3092624.944,225,1214434.55,62952,118,,,337830,2019-09-13,18,15,22,19.43,OTC Link,19.49,2019-10-16,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-17,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.49,2019-10-17,19.55,2019-10-17,19.52,19.49,19.68,19.49,19.55,19.43,2019-10-16,106013,2076340.6864,124,289339.19,14802,57,,,337830,2019-09-13,18,15,22,19.49,OTC Link,19.55,2019-10-17,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-18,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.2,2019-10-18,19.52,2019-10-18,19.36,19.74,19.75,19.2,19.2,19.55,2019-10-17,58789,1152367.6324,96,642581.75,32748,57,,,337830,2019-09-13,18,15,22,19.2,OTC Link,19.52,2019-10-18,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-21,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.71,2019-10-21,19.74,2019-10-21,19.725,19.76,19.76,19.26,19.71,19.2,2019-10-18,165235,3263108.177,45,192609.6,9790,18,,,337830,2019-09-13,18,15,22,19.71,OTC Link,19.74,2019-10-21,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-22,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.92,2019-10-22,19.95,2019-10-22,19.935,19.72,20.02,19.71,19.94,19.71,2019-10-21,71343,1421985.4733,86,282413.95,14169,33,,,337830,2019-09-13,18,15,22,19.92,OTC Link,19.95,2019-10-22,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-23,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.97,2019-10-23,19.98,2019-10-23,19.975,19.95,19.99,19.51,19.975,19.94,2019-10-22,22655,451533.6064,80,235156.02,11800,30,,,337830,2019-09-13,18,15,22,19.97,OTC Link,19.98,2019-10-23,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-24,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.5,2019-10-24,20.6,2019-10-24,20.55,19.98,20.85,19.9,20.6,19.975,2019-10-23,41201,838134.4185,97,384621.15,18936,48,,,337830,2019-09-13,18,16,22,20.5,OTC Link,20.6,2019-10-24,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-25,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.8,2019-10-25,20.87,2019-10-25,20.835,20.85,20.93,20.37,20.87,20.6,2019-10-24,69974,1446001.345,99,424635.8,20556,55,,,337830,2019-09-13,18,15,22,20.8,OTC Link,20.87,2019-10-25,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-28,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.2,2019-10-28,21.4,2019-10-28,21.3,20.86,21.4,20.86,21.2,20.87,2019-10-25,252702,5330091.729,257,1514088.84,71897,169,,,337830,2019-09-13,18,15,22,21.2,OTC Link,21.4,2019-10-28,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-29,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21,2019-10-29,21.38,2019-10-29,21.19,21,21.442,21,21.01,21.2,2019-10-28,103294,2197558.41,123,351209.4,16470,45,,,330328,2019-09-30,18,15,22,21,OTC Link,21.38,2019-10-29,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-30,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.37,2019-10-30,21.25,2019-10-30,20.81,21,21.25,20.37,20.37,21.01,2019-10-29,125397,2629842.405,140,410387.05,19649,69,,,330328,2019-09-30,17,14,22,20.37,OTC Link,21.25,2019-10-30,OTC Link,Active,48692992,2017-04-30
SMCI,2019-10-31,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.4,2019-10-31,20.68,2019-10-31,20.54,20.38,20.98,20.37,20.68,20.37,2019-10-30,60812,1247111.15,42,53393.4,2590,16,,,323207,2019-10-15,17,15,22,20.4,OTC Link,20.68,2019-10-31,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-01,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.4,2019-11-01,20.5,2019-11-01,20.45,20.5,20.6,20.3,20.5,20.68,2019-10-31,168600,3455466.955,81,591243.16,28854,37,,,323207,2019-10-15,18,16,22,20.4,OTC Link,20.5,2019-11-01,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-04,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.4,2019-11-04,20.95,2019-11-04,20.675,20.5,20.6,20.455,20.53,20.5,2019-11-01,46525,956490.8134,69,476574.18,23176,32,,,323207,2019-10-15,18,16,22,20.4,OTC Link,20.95,2019-11-04,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-05,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.8,2019-11-05,20.95,2019-11-05,20.875,20.4,21.35,20.4,20.8,20.53,2019-11-04,52149,1094373.28,107,509294.25,24316,34,,,323207,2019-10-15,18,16,22,20.8,OTC Link,20.95,2019-11-05,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-06,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.7,2019-11-06,20.9,2019-11-06,20.8,20.9,21.1,20.7,20.7,20.8,2019-11-05,28717,603497.6556,56,461502,21957,29,,,323207,2019-10-15,18,16,22,20.7,OTC Link,20.9,2019-11-06,OTC Link,Active,48692992,2017-04-30
